"Any","Mes","Desc_Mes","Temperatura"
1951,02,"Febrer","8.2"
1951,03,"Març","9.9"
1951,04,"Abril","11.5"
1951,05,"Maig","14.2"
1951,06,"Juny","20.1"
1951,07,"Juliol","22.6"
1951,08,"Agost","21.6"
1951,09,"Setembre","20.1"
1951,10,"Octubre","14.4"
1951,11,"Novembre","11.6"
1951,12,"Desembre","9.5"
1952,01,"Gener","5.7"
1952,02,"Febrer","7.6"
1952,03,"Març","12.3"
1952,04,"Abril","13.5"
1952,05,"Maig","17.8"
1952,06,"Juny","22.5"
1952,07,"Juliol","24.3"
1952,08,"Agost","23.6"
1952,09,"Setembre","18.7"
1952,10,"Octubre","16.6"
1952,11,"Novembre","10.9"
1952,12,"Desembre","8.3"
1953,01,"Gener","6.7"
1953,02,"Febrer","7.1"
1953,03,"Març","10.0"
1953,04,"Abril","13.3"
1953,05,"Maig","18.7"
1953,06,"Juny","18.5"
1953,07,"Juliol","21.9"
1953,08,"Agost","23.0"
1953,09,"Setembre","20.7"
1953,10,"Octubre","16.1"
1953,11,"Novembre","12.8"
1953,12,"Desembre","11.2"
1954,01,"Gener","6.1"
1954,02,"Febrer","6.8"
1954,03,"Març","10.7"
1954,04,"Abril","11.4"
1954,05,"Maig","15.0"
1954,06,"Juny","19.6"
1954,07,"Juliol","20.6"
1954,08,"Agost","21.5"
1954,09,"Setembre","20.2"
1954,10,"Octubre","17.4"
1954,11,"Novembre","13.3"
1954,12,"Desembre","10.0"
1955,01,"Gener","10.6"
1955,02,"Febrer","8.6"
1955,03,"Març","9.7"
1955,04,"Abril","13.8"
1955,05,"Maig","16.8"
1955,06,"Juny","19.6"
1955,07,"Juliol","23.4"
1955,08,"Agost","22.8"
1955,09,"Setembre","19.8"
1955,10,"Octubre","15.3"
1955,11,"Novembre","11.3"
1955,12,"Desembre","10.6"
1956,01,"Gener","8.9"
1956,02,"Febrer","2.5"
1956,03,"Març","10.4"
1956,04,"Abril","11.2"
1956,05,"Maig","17.0"
1956,06,"Juny","17.7"
1956,07,"Juliol","22.4"
1956,08,"Agost","22.0"
1956,09,"Setembre","21.0"
1956,10,"Octubre","15.0"
1956,11,"Novembre","9.1"
1956,12,"Desembre","8.1"
1957,01,"Gener","7.3"
1957,02,"Febrer","11.0"
1957,03,"Març","12.2"
1957,04,"Abril","12.4"
1957,05,"Maig","14.1"
1957,06,"Juny","18.5"
1957,07,"Juliol","22.0"
1957,08,"Agost","21.9"
1957,09,"Setembre","20.2"
1957,10,"Octubre","15.1"
1957,11,"Novembre","10.8"
1957,12,"Desembre","7.8"
1958,01,"Gener","7.3"
1958,02,"Febrer","10.5"
1958,03,"Març","10.3"
1958,04,"Abril","11.1"
1958,05,"Maig","17.3"
1958,06,"Juny","19.4"
1958,07,"Juliol","22.0"
1958,08,"Agost","22.8"
1958,09,"Setembre","21.7"
1958,10,"Octubre","15.9"
1958,11,"Novembre","11.6"
1958,12,"Desembre","9.6"
1959,01,"Gener","8.2"
1959,02,"Febrer","9.5"
1959,03,"Març","11.4"
1959,04,"Abril","13.4"
1959,05,"Maig","15.9"
1959,06,"Juny","19.8"
1959,07,"Juliol","24.0"
1959,08,"Agost","22.5"
1959,09,"Setembre","19.3"
1959,10,"Octubre","14.9"
1959,11,"Novembre","10.5"
1959,12,"Desembre","8.9"
1960,01,"Gener","8.1"
1960,02,"Febrer","9.6"
1960,03,"Març","11.2"
1960,04,"Abril","12.9"
1960,05,"Maig","18.1"
1960,06,"Juny","20.8"
1960,07,"Juliol","21.2"
1960,08,"Agost","22.0"
1960,09,"Setembre","18.4"
1960,10,"Octubre","14.1"
1960,11,"Novembre","11.6"
1960,12,"Desembre","6.6"
1961,01,"Gener","7.2"
1961,02,"Febrer","11.0"
1961,03,"Març","12.1"
1961,04,"Abril","14.8"
1961,05,"Maig","16.8"
1961,06,"Juny","20.8"
1961,07,"Juliol","22.8"
1961,08,"Agost","22.3"
1961,09,"Setembre","21.3"
1961,10,"Octubre","15.9"
1961,11,"Novembre","11.3"
1961,12,"Desembre","10.4"
1962,01,"Gener","9.5"
1962,02,"Febrer","8.0"
1962,03,"Març","9.2"
1962,04,"Abril","12.2"
1962,05,"Maig","15.0"
1962,06,"Juny","19.6"
1962,07,"Juliol","22.4"
1962,08,"Agost","23.8"
1962,09,"Setembre","21.0"
1962,10,"Octubre","16.7"
1962,11,"Novembre","9.1"
1962,12,"Desembre","6.8"
1963,01,"Gener","6.1"
1963,02,"Febrer","5.4"
1963,03,"Març","10.8"
1963,04,"Abril","12.7"
1963,05,"Maig","16.1"
1963,06,"Juny","19.5"
1963,07,"Juliol","23.7"
1963,08,"Agost","21.1"
1963,09,"Setembre","18.5"
1963,10,"Octubre","16.3"
1963,11,"Novembre","13.0"
1963,12,"Desembre","7.2"
1964,01,"Gener","7.4"
1964,02,"Febrer","9.2"
1964,03,"Març","10.4"
1964,04,"Abril","12.6"
1964,05,"Maig","18.4"
1964,06,"Juny","21.1"
1964,07,"Juliol","24.5"
1964,08,"Agost","22.7"
1964,09,"Setembre","21.2"
1964,10,"Octubre","14.5"
1964,11,"Novembre","12.3"
1964,12,"Desembre","8.0"
1965,01,"Gener","7.6"
1965,02,"Febrer","5.8"
1965,03,"Març","10.7"
1965,04,"Abril","12.4"
1965,05,"Maig","17.2"
1965,06,"Juny","21.2"
1965,07,"Juliol","22.5"
1965,08,"Agost","22.2"
1965,09,"Setembre","17.9"
1965,10,"Octubre","16.4"
1965,11,"Novembre","11.1"
1965,12,"Desembre","9.3"
1966,01,"Gener","8.8"
1966,02,"Febrer","11.3"
1966,03,"Març","10.7"
1966,04,"Abril","13.9"
1966,05,"Maig","16.2"
1966,06,"Juny","20.5"
1966,07,"Juliol","20.9"
1966,08,"Agost","21.7"
1966,09,"Setembre","21.3"
1966,10,"Octubre","15.9"
1966,11,"Novembre","9.1"
1966,12,"Desembre","8.9"
1967,01,"Gener","8.0"
1967,02,"Febrer","9.3"
1967,03,"Març","11.9"
1967,04,"Abril","12.5"
1967,05,"Maig","15.8"
1967,06,"Juny","18.8"
1967,07,"Juliol","24.7"
1967,08,"Agost","23.1"
1967,09,"Setembre","20.0"
1967,10,"Octubre","17.7"
1967,11,"Novembre","12.5"
1967,12,"Desembre","7.4"
1968,01,"Gener","8.7"
1968,02,"Febrer","9.0"
1968,03,"Març","9.9"
1968,04,"Abril","12.9"
1968,05,"Maig","15.8"
1968,06,"Juny","19.1"
1968,07,"Juliol","22.1"
1968,08,"Agost","21.2"
1968,09,"Setembre","19.9"
1968,10,"Octubre","18.7"
1968,11,"Novembre","12.1"
1968,12,"Desembre","9.0"
1969,01,"Gener","8.5"
1969,02,"Febrer","6.9"
1969,03,"Març","10.2"
1969,04,"Abril","12.0"
1969,05,"Maig","16.4"
1969,06,"Juny","17.7"
1969,07,"Juliol","23.2"
1969,08,"Agost","22.4"
1969,09,"Setembre","18.6"
1969,10,"Octubre","16.3"
1969,11,"Novembre","10.8"
1969,12,"Desembre","6.9"
1970,01,"Gener","9.5"
1970,02,"Febrer","8.5"
1970,03,"Març","8.5"
1970,04,"Abril","12.0"
1970,05,"Maig","15.8"
1970,06,"Juny","21.1"
1970,07,"Juliol","22.7"
1970,08,"Agost","22.5"
1970,09,"Setembre","22.0"
1970,10,"Octubre","15.9"
1970,11,"Novembre","13.4"
1970,12,"Desembre","6.5"
1971,01,"Gener","7.8"
1971,02,"Febrer","9.2"
1971,03,"Març","7.5"
1971,04,"Abril","13.2"
1971,05,"Maig","15.0"
1971,06,"Juny","18.5"
1971,07,"Juliol","23.4"
1971,08,"Agost","23.9"
1971,09,"Setembre","20.0"
1971,10,"Octubre","16.8"
1971,11,"Novembre","8.7"
1971,12,"Desembre","9.1"
1972,01,"Gener","7.2"
1972,02,"Febrer","9.0"
1972,03,"Març","10.9"
1972,04,"Abril","11.7"
1972,05,"Maig","14.4"
1972,06,"Juny","17.6"
1972,07,"Juliol","21.9"
1972,08,"Agost","20.2"
1972,09,"Setembre","16.5"
1972,10,"Octubre","14.7"
1972,11,"Novembre","12.3"
1972,12,"Desembre","8.9"
1973,01,"Gener","8.2"
1973,02,"Febrer","7.9"
1973,03,"Març","9.3"
1973,04,"Abril","11.3"
1973,05,"Maig","16.9"
1973,06,"Juny","20.3"
1973,07,"Juliol","23.4"
1973,08,"Agost","23.9"
1973,09,"Setembre","20.3"
1973,10,"Octubre","15.3"
1973,11,"Novembre","11.6"
1973,12,"Desembre","7.7"
1974,01,"Gener","9.9"
1974,02,"Febrer","8.5"
1974,03,"Març","10.1"
1974,04,"Abril","11.1"
1974,05,"Maig","15.9"
1974,06,"Juny","19.4"
1974,07,"Juliol","22.9"
1974,08,"Agost","22.8"
1974,09,"Setembre","18.8"
1974,10,"Octubre","11.7"
1974,11,"Novembre","11.2"
1974,12,"Desembre","9.6"
1975,01,"Gener","9.9"
1975,02,"Febrer","9.4"
1975,03,"Març","8.6"
1975,04,"Abril","12.3"
1975,05,"Maig","14.8"
1975,06,"Juny","18.8"
1975,07,"Juliol","23.3"
1975,08,"Agost","23.7"
1975,09,"Setembre","19.3"
1975,10,"Octubre","15.4"
1975,11,"Novembre","11.0"
1975,12,"Desembre","7.8"
1976,01,"Gener","8.2"
1976,02,"Febrer","8.8"
1976,03,"Març","10.9"
1976,04,"Abril","11.7"
1976,05,"Maig","16.5"
1976,06,"Juny","22.9"
1976,07,"Juliol","22.9"
1976,08,"Agost","21.5"
1976,09,"Setembre","18.4"
1976,10,"Octubre","14.4"
1976,11,"Novembre","9.6"
1976,12,"Desembre","9.3"
1977,01,"Gener","8.1"
1977,02,"Febrer","11.1"
1977,03,"Març","11.8"
1977,04,"Abril","12.5"
1977,05,"Maig","13.9"
1977,06,"Juny","18.0"
1977,07,"Juliol","20.4"
1977,08,"Agost","20.7"
1977,09,"Setembre","19.8"
1977,10,"Octubre","17.1"
1977,11,"Novembre","11.7"
1977,12,"Desembre","9.6"
1978,01,"Gener","6.6"
1978,02,"Febrer","9.7"
1978,03,"Març","11.3"
1978,04,"Abril","10.8"
1978,05,"Maig","15.2"
1978,06,"Juny","18.5"
1978,07,"Juliol","21.5"
1978,08,"Agost","22.7"
1978,09,"Setembre","21.4"
1978,10,"Octubre","15.3"
1978,11,"Novembre","11.4"
1978,12,"Desembre","10.1"
1979,01,"Gener","8.0"
1979,02,"Febrer","9.5"
1979,03,"Març","10.8"
1979,04,"Abril","11.7"
1979,05,"Maig","16.0"
1979,06,"Juny","20.8"
1979,07,"Juliol","24.0"
1979,08,"Agost","22.4"
1979,09,"Setembre","19.7"
1979,10,"Octubre","16.0"
1979,11,"Novembre","10.8"
1979,12,"Desembre","9.1"
1980,01,"Gener","7.3"
1980,02,"Febrer","10.1"
1980,03,"Març","10.7"
1980,04,"Abril","11.3"
1980,05,"Maig","14.5"
1980,06,"Juny","17.7"
1980,07,"Juliol","20.5"
1980,08,"Agost","23.2"
1980,09,"Setembre","21.1"
1980,10,"Octubre","15.9"
1980,11,"Novembre","10.4"
1980,12,"Desembre","6.9"
1981,01,"Gener","7.2"
1981,02,"Febrer","7.2"
1981,03,"Març","13.0"
1981,04,"Abril","12.7"
1981,05,"Maig","15.2"
1981,06,"Juny","20.9"
1981,07,"Juliol","21.2"
1981,08,"Agost","23.1"
1981,09,"Setembre","20.6"
1981,10,"Octubre","16.8"
1981,11,"Novembre","12.8"
1981,12,"Desembre","9.8"
1982,01,"Gener","10.4"
1982,02,"Febrer","9.2"
1982,03,"Març","9.7"
1982,04,"Abril","12.8"
1982,05,"Maig","15.6"
1982,06,"Juny","20.6"
1982,07,"Juliol","24.5"
1982,08,"Agost","20.9"
1982,09,"Setembre","20.3"
1982,10,"Octubre","16.0"
1982,11,"Novembre","12.0"
1982,12,"Desembre","9.1"
1983,01,"Gener","9.1"
1983,02,"Febrer","6.4"
1983,03,"Març","10.8"
1983,04,"Abril","13.4"
1983,05,"Maig","16.1"
1983,06,"Juny","20.8"
1983,07,"Juliol","25.8"
1983,08,"Agost","22.2"
1983,09,"Setembre","21.5"
1983,10,"Octubre","17.4"
1983,11,"Novembre","12.8"
1983,12,"Desembre","9.8"
1984,01,"Gener","8.3"
1984,02,"Febrer","7.6"
1984,03,"Març","9.0"
1984,04,"Abril","12.7"
1984,05,"Maig","13.5"
1984,06,"Juny","19.4"
1984,07,"Juliol","23.9"
1984,08,"Agost","22.3"
1984,09,"Setembre","19.2"
1984,10,"Octubre","15.8"
1984,11,"Novembre","13.0"
1984,12,"Desembre","8.7"
1985,01,"Gener","4.3"
1985,02,"Febrer","10.7"
1985,03,"Març","9.5"
1985,04,"Abril","14.0"
1985,05,"Maig","14.7"
1985,06,"Juny","19.3"
1985,07,"Juliol","24.8"
1985,08,"Agost","22.6"
1985,09,"Setembre","22.8"
1985,10,"Octubre","17.6"
1985,11,"Novembre","9.7"
1985,12,"Desembre","9.6"
1986,01,"Gener","7.4"
1986,02,"Febrer","7.3"
1986,03,"Març","10.8"
1986,04,"Abril","10.8"
1986,05,"Maig","18.4"
1986,06,"Juny","20.4"
1986,07,"Juliol","23.7"
1986,08,"Agost","23.7"
1986,09,"Setembre","21.4"
1986,10,"Octubre","17.4"
1986,11,"Novembre","12.8"
1986,12,"Desembre","9.0"
1987,01,"Gener","6.9"
1987,02,"Febrer","8.0"
1987,03,"Març","9.8"
1987,04,"Abril","13.8"
1987,05,"Maig","15.1"
1987,06,"Juny","19.6"
1987,07,"Juliol","23.7"
1987,08,"Agost","24.3"
1987,09,"Setembre","23.9"
1987,10,"Octubre","16.9"
1987,11,"Novembre","11.2"
1987,12,"Desembre","10.8"
1988,01,"Gener","9.5"
1988,02,"Febrer","8.6"
1988,03,"Març","11.2"
1988,04,"Abril","13.1"
1988,05,"Maig","16.3"
1988,06,"Juny","19.8"
1988,07,"Juliol","23.7"
1988,08,"Agost","24.3"
1988,09,"Setembre","21.2"
1988,10,"Octubre","17.8"
1988,11,"Novembre","11.8"
1988,12,"Desembre","8.8"
1989,01,"Gener","8.8"
1989,02,"Febrer","10.5"
1989,03,"Març","12.4"
1989,04,"Abril","11.9"
1989,05,"Maig","17.8"
1989,06,"Juny","21.2"
1989,07,"Juliol","25.0"
1989,08,"Agost","24.4"
1989,09,"Setembre","20.0"
1989,10,"Octubre","17.7"
1989,11,"Novembre","12.7"
1989,12,"Desembre","11.2"
1990,01,"Gener","9.0"
1990,02,"Febrer","12.5"
1990,03,"Març","12.6"
1990,04,"Abril","12.3"
1990,05,"Maig","18.1"
1990,06,"Juny","20.1"
1990,07,"Juliol","24.2"
1990,08,"Agost","24.6"
1990,09,"Setembre","21.5"
1990,10,"Octubre","17.1"
1990,11,"Novembre","10.9"
1990,12,"Desembre","6.7"
1991,01,"Gener","8.1"
1991,02,"Febrer","8.0"
1991,03,"Març","11.8"
1991,04,"Abril","11.5"
1991,05,"Maig","14.0"
1991,06,"Juny","19.7"
1991,07,"Juliol","24.3"
1991,08,"Agost","24.6"
1991,09,"Setembre","22.0"
1991,10,"Octubre","15.1"
1991,11,"Novembre","10.9"
1991,12,"Desembre","8.5"
1992,01,"Gener","7.1"
1992,02,"Febrer","8.9"
1992,03,"Març","11.0"
1992,04,"Abril","13.7"
1992,05,"Maig","17.7"
1992,06,"Juny","17.6"
1992,07,"Juliol","22.5"
1992,08,"Agost","24.3"
1992,09,"Setembre","20.5"
1992,10,"Octubre","14.4"
1992,11,"Novembre","13.4"
1992,12,"Desembre","9.2"
1993,01,"Gener","9.0"
1993,02,"Febrer","8.2"
1993,03,"Març","10.2"
1993,04,"Abril","12.8"
1993,05,"Maig","17.0"
1993,06,"Juny","21.5"
1993,07,"Juliol","22.6"
1993,08,"Agost","24.3"
1993,09,"Setembre","19.6"
1993,10,"Octubre","14.5"
1993,11,"Novembre","10.5"
1993,12,"Desembre","9.3"
1994,01,"Gener","8.4"
1994,02,"Febrer","9.5"
1994,03,"Març","13.1"
1994,04,"Abril","12.3"
1994,05,"Maig","17.2"
1994,06,"Juny","20.9"
1994,07,"Juliol","25.9"
1994,08,"Agost","25.7"
1994,09,"Setembre","19.7"
1994,10,"Octubre","16.1"
1994,11,"Novembre","14.0"
1994,12,"Desembre","9.7"
1995,01,"Gener","8.6"
1995,02,"Febrer","11.5"
1995,03,"Març","10.9"
1995,04,"Abril","14.0"
1995,05,"Maig","17.2"
1995,06,"Juny","19.6"
1995,07,"Juliol","25.0"
1995,08,"Agost","23.3"
1995,09,"Setembre","18.7"
1995,10,"Octubre","18.3"
1995,11,"Novembre","12.9"
1995,12,"Desembre","10.1"
1996,01,"Gener","10.2"
1996,02,"Febrer","7.7"
1996,03,"Març","9.9"
1996,04,"Abril","13.2"
1996,05,"Maig","16.2"
1996,06,"Juny","21.2"
1996,07,"Juliol","23.4"
1996,08,"Agost","22.7"
1996,09,"Setembre","18.3"
1996,10,"Octubre","15.8"
1996,11,"Novembre","11.4"
1996,12,"Desembre","9.7"
1997,01,"Gener","8.7"
1997,02,"Febrer","11.4"
1997,03,"Març","13.9"
1997,04,"Abril","14.1"
1997,05,"Maig","17.6"
1997,06,"Juny","20.2"
1997,07,"Juliol","22.5"
1997,08,"Agost","24.6"
1997,09,"Setembre","21.7"
1997,10,"Octubre","18.9"
1997,11,"Novembre","12.6"
1997,12,"Desembre","9.3"
1998,01,"Gener","8.8"
1998,02,"Febrer","11.0"
1998,03,"Març","12.2"
1998,04,"Abril","12.7"
1998,05,"Maig","17.7"
1998,06,"Juny","20.9"
1998,07,"Juliol","23.7"
1998,08,"Agost","24.3"
1998,09,"Setembre","20.7"
1998,10,"Octubre","15.9"
1998,11,"Novembre","10.8"
1998,12,"Desembre","8.7"
1999,01,"Gener","8.8"
1999,02,"Febrer","8.6"
1999,03,"Març","11.6"
1999,04,"Abril","13.7"
1999,05,"Maig","18.6"
1999,06,"Juny","20.5"
1999,07,"Juliol","23.4"
1999,08,"Agost","24.6"
1999,09,"Setembre","21.7"
1999,10,"Octubre","17.0"
1999,11,"Novembre","9.6"
1999,12,"Desembre","9.0"
2000,01,"Gener","7.7"
2000,02,"Febrer","11.4"
2000,03,"Març","12.6"
2000,04,"Abril","13.3"
2000,05,"Maig","18.3"
2000,06,"Juny","21.0"
2000,07,"Juliol","22.8"
2000,08,"Agost","24.5"
2000,09,"Setembre","21.0"
2000,10,"Octubre","16.0"
2000,11,"Novembre","11.3"
2000,12,"Desembre","11.0"
2001,01,"Gener","9.9"
2001,02,"Febrer","10.1"
2001,03,"Març","14.8"
2001,04,"Abril","13.8"
2001,05,"Maig","18.2"
2001,06,"Juny","21.9"
2001,07,"Juliol","23.7"
2001,08,"Agost","25.0"
2001,09,"Setembre","19.6"
2001,10,"Octubre","19.4"
2001,11,"Novembre","10.7"
2001,12,"Desembre","6.8"
2002,01,"Gener","9.2"
2002,02,"Febrer","11.1"
2002,03,"Març","12.3"
2002,04,"Abril","13.7"
2002,05,"Maig","15.5"
2002,06,"Juny","22.3"
2002,07,"Juliol","22.9"
2002,08,"Agost","21.6"
2002,09,"Setembre","19.9"
2002,10,"Octubre","17.4"
2002,11,"Novembre","13.0"
2002,12,"Desembre","10.4"
2003,01,"Gener","7.9"
2003,02,"Febrer","7.1"
2003,03,"Març","12.1"
2003,04,"Abril","14.0"
2003,05,"Maig","18.0"
2003,06,"Juny","25.6"
2003,07,"Juliol","26.1"
2003,08,"Agost","28.5"
2003,09,"Setembre","20.8"
2003,10,"Octubre","15.2"
2003,11,"Novembre","12.7"
2003,12,"Desembre","8.8"
2004,01,"Gener","9.4"
2004,02,"Febrer","8.6"
2004,03,"Març","10.0"
2004,04,"Abril","12.8"
2004,05,"Maig","16.2"
2004,06,"Juny","22.4"
2004,07,"Juliol","23.5"
2004,08,"Agost","25.1"
2004,09,"Setembre","21.4"
2004,10,"Octubre","18.9"
2004,11,"Novembre","11.4"
2004,12,"Desembre","9.3"
2005,01,"Gener","7.2"
2005,02,"Febrer","6.5"
2005,03,"Març","10.2"
2005,04,"Abril","14.0"
2005,05,"Maig","18.8"
2005,06,"Juny","23.4"
2005,07,"Juliol","24.4"
2005,08,"Agost","23.0"
2005,09,"Setembre","20.7"
2005,10,"Octubre","17.9"
2005,11,"Novembre","11.1"
2005,12,"Desembre","6.6"
2006,01,"Gener","7.4"
2006,02,"Febrer","8.5"
2006,03,"Març","12.0"
2006,04,"Abril","15.1"
2006,05,"Maig","18.7"
2006,06,"Juny","22.1"
2006,07,"Juliol","27.1"
2006,08,"Agost","22.8"
2006,09,"Setembre","21.6"
2006,10,"Octubre","18.8"
2006,11,"Novembre","14.6"
2006,12,"Desembre","10.0"
2007,01,"Gener","9.9"
2007,02,"Febrer","11.4"
2007,03,"Març","12.1"
2007,04,"Abril","15.0"
2007,05,"Maig","17.9"
2007,06,"Juny","22.0"
2007,07,"Juliol","23.6"
2007,08,"Agost","22.5"
2007,09,"Setembre","20.6"
2007,10,"Octubre","16.4"
2007,11,"Novembre","11.2"
2007,12,"Desembre","8.8"
2008,01,"Gener","10.1"
2008,02,"Febrer","10.2"
2008,03,"Març","10.8"
2008,04,"Abril","13.7"
2008,05,"Maig","16.6"
2008,06,"Juny","20.7"
2008,07,"Juliol","23.8"
2008,08,"Agost","24.3"
2008,09,"Setembre","20.7"
2008,10,"Octubre","16.5"
2008,11,"Novembre","10.3"
2008,12,"Desembre","7.5"
2009,01,"Gener","7.2"
2009,02,"Febrer","8.7"
2009,03,"Març","11.2"
2009,04,"Abril","13.1"
2009,05,"Maig","18.8"
2009,06,"Juny","23.0"
2009,07,"Juliol","24.4"
2009,08,"Agost","26.3"
2009,09,"Setembre","21.5"
2009,10,"Octubre","17.9"
2009,11,"Novembre","13.5"
2009,12,"Desembre","9.0"
2010,01,"Gener","6.6"
2010,02,"Febrer","8.0"
2010,03,"Març","9.6"
2010,04,"Abril","14.1"
2010,05,"Maig","15.4"
2010,06,"Juny","20.3"
2010,07,"Juliol","25.7"
2010,08,"Agost","24.3"
2010,09,"Setembre","20.9"
2010,10,"Octubre","16.2"
2010,11,"Novembre","11.0"
2010,12,"Desembre","8.5"
2011,01,"Gener","8.4"
2011,02,"Febrer","10.0"
2011,03,"Març","10.9"
2011,04,"Abril","15.9"
2011,05,"Maig","18.3"
2011,06,"Juny","19.5"
2011,07,"Juliol","21.2"
2011,08,"Agost","24.1"
2011,09,"Setembre","22.9"
2011,10,"Octubre","19.1"
2011,11,"Novembre","14.1"
2011,12,"Desembre","10.2"
2012,01,"Gener","9.4"
2012,02,"Febrer","6.8"
2012,03,"Març","13.4"
2012,04,"Abril","12.6"
2012,05,"Maig","17.9"
2012,06,"Juny","22.3"
2012,07,"Juliol","23.2"
2012,08,"Agost","26.0"
2012,09,"Setembre","21.4"
2012,10,"Octubre","17.3"
2012,11,"Novembre","12.7"
2012,12,"Desembre","9.9"
2013,01,"Gener","9.1"
2013,02,"Febrer","7.7"
2013,03,"Març","11.2"
2013,04,"Abril","13.5"
2013,05,"Maig","14.6"
2013,06,"Juny","19.5"
2013,07,"Juliol","25.6"
2013,08,"Agost","24.9"
2013,09,"Setembre","22.0"
2013,10,"Octubre","19.5"
2013,11,"Novembre","12.2"
2013,12,"Desembre","10.1"
2014,01,"Gener","9.8"
2014,02,"Febrer","10.1"
2014,03,"Març","12.3"
2014,04,"Abril","15.3"
2014,05,"Maig","16.2"
2014,06,"Juny","21.7"
2014,07,"Juliol","22.6"
2014,08,"Agost","23.0"
2014,09,"Setembre","22.0"
2014,10,"Octubre","19.6"
2014,11,"Novembre","13.6"
2014,12,"Desembre","9.1"
2015,01,"Gener","9.1"
2015,02,"Febrer","8.2"
2015,03,"Març","12.0"
2015,04,"Abril","14.8"
2015,05,"Maig","19.1"
2015,06,"Juny","23.2"
2015,07,"Juliol","26.0"
2015,08,"Agost","23.5"
2015,09,"Setembre","19.7"
2015,10,"Octubre","16.7"
2015,11,"Novembre","14.3"
2015,12,"Desembre","12.6"
2016,01,"Gener","10.7"
2016,02,"Febrer","11.3"
2016,03,"Març","11.1"
2016,04,"Abril","13.6"
2016,05,"Maig","16.4"
2016,06,"Juny","21.6"
2016,07,"Juliol","24.9"
2016,08,"Agost","24.5"
2016,09,"Setembre","22.3"
2016,10,"Octubre","17.1"
2016,11,"Novembre","12.7"
2016,12,"Desembre","11.5"
2017,01,"Gener","7.9"
2017,02,"Febrer","11.4"
2017,03,"Març","13.3"
2017,04,"Abril","14.2"
2017,05,"Maig","18.3"
2017,06,"Juny","23.6"
2017,07,"Juliol","24.2"
2017,08,"Agost","24.5"
2017,09,"Setembre","19.5"
2017,10,"Octubre","18.6"
2017,11,"Novembre","12.5"
2017,12,"Desembre","8.5"
2018,01,"Gener","10.5"
2018,02,"Febrer","6.7"
2018,03,"Març","10.8"
2018,04,"Abril","14.7"
2018,05,"Maig","17.1"
2018,06,"Juny","21.5"
2018,07,"Juliol","25.3"
2018,08,"Agost","25.8"
2018,09,"Setembre","22.5"
2018,10,"Octubre","17.0"
2018,11,"Novembre","12.4"
2018,12,"Desembre","11.1"
